customer_id,tenure_months,monthly_usage,subscription_plan,monthly_revenue,support_tickets,last_login_days,payment_delay,churn
1245,6,365.067557238455,Enterprise,120,2,57,0,0
2472,32,160.0973607521097,Basic,20,0,6,0,0
4232,55,44.279248227954184,Basic,20,2,8,1,0
1062,8,26.533337052043382,Basic,120,3,1,1,0
3077,30,51.081325760941,Pro,50,3,19,1,0
3411,7,173.05160470541236,Basic,50,1,57,0,0
3559,22,28.854147066955974,Pro,120,1,50,2,0
3756,49,42.19675311210124,Enterprise,20,2,22,0,0
4818,27,113.90277221347456,Enterprise,20,1,32,0,1
2889,35,67.53294486845815,Basic,20,1,17,0,0
1580,10,183.12844707687648,Basic,50,4,41,1,1
4199,45,106.05094878250196,Enterprise,50,1,11,1,0
1537,49,81.89686320572345,Basic,120,3,41,0,0
3639,6,129.77079162849017,Pro,120,0,55,1,1
4502,34,17.579735168088774,Basic,50,0,32,0,0
2758,25,168.04129405719516,Pro,50,0,38,2,0
4441,53,121.91338838652908,Basic,50,6,17,0,0
1939,44,63.43752243851609,Basic,20,1,24,1,0
4769,49,203.10849515779455,Enterprise,120,2,43,0,0
1935,44,86.16347709371067,Pro,50,1,30,1,0
4051,3,70.76528623313354,Basic,20,1,0,1,1
81,54,140.2792723557554,Pro,120,1,12,1,0
225,6,141.6420879568837,Pro,20,1,53,0,0
886,50,9.380599629290485,Pro,20,3,34,2,1
4385,4,99.52557636297554,Basic,50,3,35,0,1
672,41,75.74458887518125,Basic,120,3,14,1,0
4485,58,49.41191296453547,Pro,120,0,0,0,0
1655,12,41.39807948333801,Basic,50,5,36,0,1
4633,50,128.15380852533218,Basic,50,0,49,0,0
3258,48,70.07965326944264,Enterprise,120,3,33,2,0
4929,35,65.48720740714472,Basic,50,1,57,0,1
2148,40,62.803416802269275,Enterprise,20,3,33,0,0
1419,11,75.32298335241087,Pro,50,2,10,1,0
4157,7,69.37778158466314,Basic,20,1,43,1,0
4027,14,21.85624247137621,Enterprise,120,1,57,1,0
4601,59,103.57430464242688,Basic,50,1,15,0,0
743,52,72.31793078949826,Pro,120,3,21,1,0
4680,38,67.72422555359971,Enterprise,20,0,9,1,0
544,17,109.54164655841998,Pro,20,2,53,0,0
2293,14,254.045939259772,Basic,120,1,24,0,0
2788,11,82.12153131987137,Basic,50,4,19,1,0
4493,39,83.5502367751691,Pro,20,2,47,0,0
2629,23,181.92879064480837,Basic,120,1,58,0,0
2668,25,105.5623457824392,Pro,20,1,40,1,0
4317,2,74.93026614968088,Basic,20,2,16,1,0
4406,5,127.11844613411516,Enterprise,20,1,38,0,0
322,23,138.77500430128563,Basic,120,0,23,1,0
4078,52,65.194291855162,Basic,20,1,28,2,0
4836,47,65.75855424436001,Basic,20,3,7,0,0
4014,18,303.37236911576815,Basic,50,2,53,0,0
2465,28,97.46810278978847,Basic,50,2,4,0,0
414,47,15.94435310574528,Basic,120,1,57,0,0
4285,40,30.665913827458812,Pro,20,2,15,2,0
1672,10,127.17815180364344,Pro,120,1,14,1,0
2253,1,42.66964365937921,Enterprise,50,2,57,0,1
2774,44,118.89037762254308,Enterprise,120,2,53,1,0
3880,4,30.942835418553877,Pro,120,3,54,1,1
744,59,50.079050930098354,Pro,20,4,29,0,0
2766,36,202.54371538328456,Pro,20,0,16,1,0
4693,13,143.68944496307742,Pro,50,1,24,0,0
3757,17,150.9841280596727,Pro,120,2,38,0,0
4761,34,113.29789727214848,Pro,20,4,11,0,0
960,10,61.683721318549345,Pro,50,1,33,0,0
2468,24,175.49955821075585,Basic,120,0,16,0,0
2146,41,114.5122288585809,Pro,120,1,9,1,0
10,19,100.66567477648096,Pro,50,1,34,1,0
496,51,48.8561663714131,Pro,120,1,55,1,0
3013,20,43.18327079089419,Basic,20,1,35,0,1
1725,31,78.07629827665652,Basic,50,1,15,0,0
117,7,72.05888209285169,Basic,50,1,34,0,0
1550,29,62.45728713401526,Enterprise,50,1,17,1,0
545,56,281.3899188164305,Basic,50,1,2,0,0
1782,59,51.7705220383348,Enterprise,50,2,50,2,1
1504,43,14.024894685966624,Basic,120,1,3,0,0
4966,37,184.52232440447523,Pro,50,0,49,1,0
4338,31,5.773400421738144,Basic,50,0,51,1,0
380,4,140.7087733218066,Pro,120,0,49,1,0
303,26,154.4340715397675,Basic,50,3,16,0,0
3075,24,150.03830399117766,Pro,20,0,15,1,0
2598,37,45.63959936359961,Basic,20,6,11,2,1
3563,30,59.12836496707117,Basic,50,1,49,3,1
925,18,139.12338707173345,Basic,20,0,5,0,0
4824,23,63.491706962370706,Enterprise,50,0,30,0,0
435,49,177.1439563765964,Enterprise,120,1,56,1,0
2689,25,133.7099897763926,Enterprise,120,2,30,1,0
3107,46,77.37443557193502,Basic,120,3,58,2,1
4387,56,89.30683657085885,Pro,120,2,14,0,0
2745,46,234.93877882958571,Pro,120,2,15,0,0
3447,23,39.67810238262644,Basic,20,3,25,0,0
201,53,146.64914917679832,Enterprise,20,3,27,0,0
21,53,72.82389864757765,Pro,50,0,4,2,0
2678,48,46.42027893930249,Basic,120,2,20,0,0
1059,11,18.871592261232912,Pro,20,0,37,2,0
4875,11,37.153944470243296,Basic,120,1,46,0,0
1382,2,105.1008364925182,Pro,20,3,57,0,1
1204,4,49.49322886291375,Basic,20,1,49,0,0
2666,27,99.14715253053647,Pro,120,3,30,1,0
4655,36,96.53487065431672,Pro,20,0,2,0,0
4777,17,39.96760771462631,Enterprise,20,4,48,0,0
3594,48,121.2669188940206,Pro,50,1,43,1,0
1130,14,113.3776472120901,Enterprise,50,0,2,1,0
4528,34,42.80816611193312,Basic,20,3,16,0,0
3240,35,152.3629263468859,Basic,20,0,58,0,0
2305,53,14.01233448624635,Pro,50,0,28,1,0
1698,29,56.101470333753554,Basic,20,3,37,0,0
4326,41,87.94088554402356,Basic,50,0,52,1,1
252,37,104.65938696007326,Basic,20,0,6,1,0
4649,13,38.33895435799288,Pro,20,1,0,0,0
3398,39,14.694122252466682,Basic,50,0,3,2,0
2753,6,68.6710786477192,Pro,50,1,55,1,0
4163,45,144.0357167947102,Enterprise,120,3,6,0,0
1619,46,78.28863983478331,Enterprise,120,2,40,1,0
3808,41,76.28234533694648,Pro,120,0,6,1,0
887,28,101.55716197666018,Pro,50,1,0,1,0
2341,16,263.8121391400474,Basic,120,2,39,0,0
4725,17,16.77440018661099,Pro,50,3,48,2,0
615,31,31.829878404237576,Basic,50,2,15,1,0
4788,28,57.12057771689264,Basic,120,2,40,0,0
460,22,105.59961376888492,Pro,50,1,18,0,0
896,33,1.901159573145184,Basic,120,0,43,0,0
3840,24,99.19240641779054,Basic,120,1,31,2,0
3749,34,168.46383763336792,Basic,120,1,31,1,0
3819,44,64.72497498070238,Basic,20,1,22,1,0
514,42,61.89490046404056,Pro,50,1,46,0,0
2166,37,23.33888843351437,Basic,50,1,46,0,0
4335,37,173.77002971124276,Basic,50,1,27,0,0
660,50,104.84407001871936,Pro,50,0,42,1,0
2535,1,154.1695448063388,Basic,120,0,56,1,0
2834,56,167.16055845555263,Basic,20,0,11,0,0
619,58,98.83220409944786,Basic,120,1,21,2,0
2038,14,79.98948244618632,Basic,20,0,40,0,0
398,22,133.03478369201835,Basic,50,0,47,1,0
2109,25,160.43442490540815,Enterprise,50,2,55,0,0
4895,44,62.12968797411397,Enterprise,50,2,17,0,0
690,24,196.43104513579505,Pro,120,2,57,0,0
4316,53,38.96575499669626,Basic,20,0,40,0,0
2638,21,91.509072530175,Pro,120,4,7,0,0
4793,19,160.79198011422622,Pro,120,2,48,1,0
4529,11,198.88678261274205,Pro,20,2,0,1,0
92,14,80.23498420020252,Pro,50,3,50,2,0
3140,29,17.841745567306365,Basic,20,4,45,0,0
1188,34,24.16038211642002,Basic,120,2,8,2,0
1903,29,27.003616268563324,Pro,50,1,12,0,0
1627,14,85.20890126651264,Basic,50,1,20,1,0
4744,24,173.34912036306943,Basic,50,1,59,1,0
1554,30,218.2499656194774,Basic,120,2,56,0,0
4181,17,141.2452381609593,Basic,120,1,56,1,0
1583,46,104.07264566526028,Pro,50,3,39,2,1
4017,6,150.38080352096372,Pro,120,0,18,1,0
3761,6,7.962956131289757,Pro,20,1,21,0,0
4831,24,191.1094841591068,Basic,50,0,49,1,0
4353,9,374.7093387014387,Pro,20,0,41,0,0
2084,51,142.6608528751833,Pro,20,0,24,1,0
4540,5,19.36441182701754,Enterprise,50,0,22,2,0
3346,25,27.08639916455777,Basic,120,3,41,0,0
4303,10,118.86733353951747,Pro,50,1,10,0,0
1549,30,47.70871817171249,Basic,50,2,51,0,0
4852,28,189.21769973835427,Pro,120,1,31,1,0
3645,35,163.98421058665056,Pro,120,1,3,0,0
2709,41,63.88529785979829,Basic,50,1,3,0,0
2470,49,156.8675823603498,Basic,50,2,4,0,0
1830,21,111.8886369463517,Basic,120,0,20,1,0
3683,6,44.723655427259615,Pro,50,3,7,0,0
832,33,80.63955833812818,Pro,20,0,35,1,0
1205,30,11.076754020662111,Pro,120,2,1,2,0
2763,37,125.55649662381168,Basic,50,1,18,1,0
3520,37,269.47756916071245,Enterprise,120,1,13,1,0
2462,20,41.270091171791215,Basic,120,0,8,0,0
4980,16,106.49301781777363,Enterprise,120,1,10,1,0
689,9,122.3163035989646,Basic,50,2,10,0,0
2232,22,187.5962988287774,Basic,120,1,2,2,0
1834,54,87.99575297034181,Basic,120,2,7,2,0
68,7,1.2223253443235875,Basic,20,2,40,0,0
3188,35,143.75219900742584,Pro,120,1,35,1,0
2295,17,135.08569510734276,Basic,50,1,19,1,0
1499,18,106.84069778683296,Enterprise,50,1,29,2,0
2606,12,51.549846646973506,Pro,50,3,27,1,0
1628,31,25.09920426718464,Enterprise,50,1,17,1,0
3327,32,123.6850596116062,Basic,20,1,26,1,0
2772,46,117.36443189420427,Basic,50,2,28,1,0
4726,55,42.72378098421675,Pro,20,1,54,1,0
3652,54,35.98376367116198,Basic,20,0,41,0,0
2391,8,27.945329298473432,Basic,50,0,15,0,0
465,2,51.47616650971557,Basic,120,2,17,0,0
918,45,123.46880357840386,Basic,20,2,20,0,0
3924,38,41.36170890848035,Enterprise,50,0,11,1,0
399,46,58.396719331315815,Basic,50,4,24,0,0
1705,18,108.16450076446758,Basic,20,3,47,1,0
3892,16,77.46973028957422,Basic,20,0,2,0,0
224,39,80.46507883160002,Basic,20,2,2,0,0
3769,48,61.06951146331309,Enterprise,50,1,36,2,0
253,49,90.2242216181603,Pro,20,2,50,1,0
4197,35,4.946084818872886,Basic,120,2,4,0,0
562,47,87.95060454357558,Basic,120,1,58,2,0
66,28,155.91840957578123,Pro,120,0,5,0,0
1658,37,73.29151391807083,Pro,20,0,20,0,0
1925,32,37.434220448178195,Basic,50,0,32,2,1
2469,50,144.73062150133524,Basic,20,6,39,0,1
890,41,27.4214926512068,Basic,120,2,52,1,0
4137,12,90.25202036000474,Basic,120,0,33,1,0
1364,47,51.85522322280883,Basic,120,2,18,0,0
1569,30,262.10176054435334,Pro,50,2,35,1,0
1513,52,65.05663320869675,Basic,120,1,3,2,0
1751,26,47.292895431709304,Basic,50,5,7,1,0
4724,31,135.27243595776486,Basic,20,1,25,2,0
3615,30,172.32215048370517,Pro,50,1,22,1,0
831,56,79.4228948134921,Enterprise,20,4,40,0,1
4428,4,115.11767436235452,Enterprise,120,0,53,0,0
4954,28,45.68691582608861,Pro,20,1,51,1,0
1150,37,154.0706433564896,Basic,20,1,13,0,0
3434,51,142.25914614738727,Pro,120,0,55,1,0
926,32,90.45426378940044,Enterprise,120,1,5,1,0
3543,16,53.87999737401293,Basic,20,2,8,0,0
821,8,43.57534692606288,Pro,20,1,6,1,0
193,59,93.78077904088636,Basic,120,3,33,0,1
2799,48,101.21863199667634,Basic,50,3,21,0,0
4219,54,120.1905004888686,Pro,50,0,58,1,0
4311,28,57.53441769088992,Pro,20,0,28,0,0
2483,6,167.6106183460449,Pro,50,2,28,0,0
1290,35,25.228806913553157,Pro,20,2,11,2,0
2950,49,55.02568937413053,Pro,120,7,27,1,0
4073,17,103.35814410837376,Pro,50,4,7,1,1
368,25,203.75536789381465,Basic,50,3,27,0,0
4229,51,102.96426203839935,Pro,50,1,4,3,0
1226,4,43.11472287922162,Basic,20,2,39,1,1
4325,17,47.04769119227113,Basic,120,1,48,0,1
4660,9,41.429989956168605,Enterprise,120,0,36,0,0
2214,29,139.66207078218693,Basic,50,1,23,0,0
4434,27,182.3432010926148,Enterprise,20,0,31,0,1
3122,34,122.29220570657688,Pro,20,1,45,2,1
1851,16,68.99806996407682,Pro,120,1,44,0,0
866,23,80.10273730550563,Pro,120,2,41,1,1
3292,43,189.7647042843398,Pro,20,1,30,0,0
2768,43,123.7710899599624,Basic,50,3,1,0,0
858,15,10.278867104475133,Pro,120,1,47,0,0
1494,26,119.67308392566112,Pro,120,1,10,1,0
3893,1,49.19445562267343,Basic,20,3,21,1,0
4863,41,190.01478273862816,Pro,20,0,46,1,0
3809,40,153.57407151877115,Basic,120,1,54,0,0
2594,1,214.3492359085117,Pro,50,0,49,0,0
1184,37,30.644380675074572,Basic,20,0,52,0,0
3865,27,120.10187322346948,Pro,50,1,29,0,0
607,23,41.53635916006857,Pro,50,2,45,1,0
163,26,18.581950010845745,Pro,50,1,43,1,0
1066,56,31.44420712859666,Pro,120,0,33,1,0
1915,35,299.343646183321,Basic,20,2,23,0,0
1560,14,113.11465237726128,Basic,50,2,29,2,0
3132,13,138.22916835677134,Basic,20,1,17,0,0
3073,35,11.185607240532768,Basic,120,3,10,1,0
4806,6,127.75702319750864,Pro,20,1,13,0,0
4585,45,70.58909641256234,Pro,120,1,58,0,0
4889,7,118.39734298611523,Basic,50,0,50,1,1
1328,25,31.02954989803727,Basic,120,0,41,1,0
2463,37,36.11603570545241,Basic,20,1,55,1,0
570,53,306.24539280102306,Basic,50,1,30,0,0
4997,56,33.78784142635395,Basic,120,1,53,1,0
4992,11,82.11623378258125,Pro,20,0,16,2,0
4958,54,42.83879467296385,Basic,120,4,7,0,0
2853,22,63.48067034913257,Basic,50,4,23,1,1
4438,6,404.0317443815761,Enterprise,20,0,50,0,1
1234,51,139.7335293320312,Pro,20,1,56,1,0
2990,55,48.44673538035145,Pro,120,3,46,0,0
2910,25,156.13977733303702,Basic,20,1,11,2,1
108,26,335.74827644412153,Pro,50,0,8,0,0
3086,15,156.34245903929303,Basic,50,2,17,1,0
4699,3,14.217595738390951,Basic,50,2,57,0,1
3078,14,58.501769570762264,Basic,120,0,50,2,1
626,16,181.4753922014649,Enterprise,120,2,57,0,0
172,42,163.70245509466488,Enterprise,20,2,36,0,0
2600,59,155.03625185793817,Basic,120,1,32,0,0
4350,35,97.96660102521602,Basic,120,1,47,1,0
3483,13,31.566139431506695,Enterprise,50,3,59,1,0
3656,31,43.60621429899165,Basic,20,2,33,2,0
4589,8,178.77317268642184,Basic,50,1,16,0,0
431,41,101.58438941596047,Basic,20,0,28,0,0
1588,28,70.37268753030294,Basic,50,3,30,0,0
1003,37,126.95273408205014,Pro,20,2,11,0,0
4436,51,170.10339226870755,Basic,120,2,29,1,0
4673,13,31.661832679942908,Pro,20,3,33,0,0
4115,20,24.086426690005265,Enterprise,120,0,18,0,0
1733,53,58.96329448985592,Basic,50,0,11,2,0
4058,7,52.61432854140272,Basic,50,2,16,0,0
2389,50,33.59436344702792,Basic,120,2,11,1,0
178,52,83.19356758954169,Enterprise,50,1,17,1,0
1383,10,38.24085359138881,Pro,20,2,36,0,0
473,48,65.94133877519583,Enterprise,120,2,10,0,0
1819,10,62.39656903948037,Pro,50,1,52,0,0
4106,12,59.760470872908535,Basic,120,0,58,0,0
3238,18,150.0778380881725,Pro,20,1,2,0,0
1892,43,208.75495162940248,Pro,20,2,23,1,0
1572,4,37.117448852152094,Enterprise,50,1,11,1,1
3194,7,99.88387820994916,Pro,120,2,24,0,0
255,17,7.141103798541805,Pro,50,0,25,1,0
3621,45,78.46775786247093,Basic,20,1,26,1,0
2131,31,112.44054062727326,Basic,120,2,31,1,1
1945,39,17.8975047626339,Pro,120,1,15,1,0
614,52,33.660256763998355,Pro,20,1,33,0,0
586,29,25.591811359618628,Enterprise,20,3,22,0,0
34,25,64.45772629272453,Enterprise,120,0,20,2,0
2602,33,86.03028325994946,Pro,20,1,0,1,0
797,7,292.3648354985656,Basic,120,3,9,1,0
2270,25,169.4651444308202,Basic,50,0,0,0,0
2356,13,192.3795313416088,Pro,50,1,17,0,0
262,23,62.29776986454759,Basic,20,1,40,1,0
2567,57,170.98930760206537,Enterprise,50,0,49,0,1
4005,14,136.90149843515945,Basic,120,1,5,0,0
4904,21,51.152628066662466,Pro,50,0,28,2,0
4168,24,114.885763735436,Enterprise,50,2,24,2,0
4752,8,77.51826237744812,Basic,50,0,41,1,1
3905,31,129.21248319726325,Pro,50,2,22,2,0
3245,38,56.82472347080905,Basic,50,3,31,1,0
4841,20,128.56814086400675,Pro,20,3,8,1,0
1797,40,68.90542821994492,Pro,120,1,34,0,0
4704,55,121.22735967935064,Pro,120,0,20,2,1
2827,13,88.66145002080759,Enterprise,50,2,32,0,0
4779,24,45.84263057727124,Pro,20,4,17,1,0
4075,9,141.2116849312048,Pro,20,3,15,1,0
420,35,68.4809513140529,Basic,50,1,21,2,0
2861,58,5.354189296564424,Pro,20,2,37,0,0
665,8,51.05517878719888,Pro,20,1,44,0,0
83,4,56.81617595107211,Pro,120,0,9,0,1
2953,44,139.87488005480287,Pro,50,1,37,0,0
1317,21,74.75928447290659,Basic,50,2,49,2,0
2979,8,116.19884617631963,Basic,120,0,16,1,0
331,57,188.69518025716545,Basic,120,2,55,1,0
23,24,161.29490316782565,Pro,120,0,30,0,0
3595,47,10.810764483824618,Enterprise,20,1,27,0,0
859,31,91.93614126814911,Basic,50,2,51,1,0
3912,33,166.91404885011238,Basic,20,2,53,1,0
4854,35,19.565631163710705,Pro,20,0,3,1,0
2031,38,31.3241161416973,Basic,120,1,36,1,0
140,8,40.92262614839952,Enterprise,20,0,51,0,0
335,1,126.84372054065018,Basic,20,3,44,1,0
515,6,64.86183953418663,Pro,120,2,2,1,0
46,52,77.99312948343135,Basic,20,3,13,1,0
88,44,117.93838045913704,Basic,120,1,42,1,1
509,58,107.10553869296184,Basic,120,1,14,1,0
2265,44,149.674020495537,Basic,120,1,15,1,0
2700,38,37.166128044186976,Pro,20,1,53,1,0
3908,27,105.97351334310244,Basic,50,3,48,1,0
516,15,35.131438063597756,Pro,120,3,41,0,0
4451,6,158.4665670734235,Enterprise,50,3,16,0,0
4500,13,184.95071398878025,Basic,20,0,47,1,0
845,21,96.12735639277156,Basic,20,1,10,0,0
4809,12,205.6840427481071,Pro,20,1,30,1,0
4447,42,43.53205131961161,Enterprise,20,2,18,0,0
2869,27,41.82055081734348,Pro,50,1,10,0,0
3187,52,160.01799398195217,Basic,120,1,50,0,0
1853,17,114.44716814992395,Pro,120,1,0,1,0
4015,51,91.73889886217556,Basic,50,1,31,0,1
3119,34,170.80484472905547,Basic,120,1,56,1,1
1013,50,92.87452226719896,Pro,20,2,16,0,0
2238,56,80.13919853238906,Pro,50,0,13,0,0
3537,4,40.00165113035992,Basic,20,1,42,1,0
3618,6,73.71432177708199,Basic,20,0,9,1,0
1131,59,63.95682729451235,Enterprise,120,2,3,1,0
1183,41,137.9486181062535,Pro,20,3,22,0,0
914,56,342.98292500064605,Basic,50,1,41,1,1
506,25,61.54873915822294,Enterprise,50,2,25,1,0
938,33,58.281557192335086,Basic,50,2,34,0,0
2186,59,262.1397757986756,Pro,120,3,26,0,0
3216,50,9.820988306205871,Pro,50,1,38,0,1
4299,2,157.09432183003196,Basic,20,0,49,0,0
4393,29,66.094593536902,Basic,50,2,49,0,0
3205,21,283.21582772517735,Basic,20,2,41,2,0
323,31,185.5243355830629,Basic,120,3,30,0,0
4101,16,15.290982590489564,Basic,50,0,35,0,0
860,1,35.99774036524977,Enterprise,50,3,7,1,0
4152,57,3.826088350921434,Pro,50,1,51,1,0
2726,21,75.16976066237827,Pro,20,1,59,1,0
4147,40,58.90892164925374,Basic,120,1,54,1,1
1822,49,104.27040986069171,Basic,20,5,2,0,0
2810,42,57.093089704427435,Basic,20,1,10,0,0
4349,36,37.55791412771316,Basic,20,4,39,0,1
2847,59,155.39389323215076,Basic,50,1,13,0,0
1330,40,89.81813011487166,Basic,120,2,18,2,0
1495,11,14.426324783390156,Basic,50,2,57,1,1
1562,47,33.49860360356269,Enterprise,120,1,29,0,0
3791,21,170.86521240223152,Basic,20,2,34,0,0
497,23,155.39116583034195,Basic,120,0,21,0,0
3883,46,49.030795260993465,Basic,20,3,11,1,0
4113,5,31.125198057589564,Pro,50,5,3,1,1
1774,36,88.44183367741833,Basic,20,0,6,1,0
2450,29,143.14257164175334,Basic,50,3,7,0,0
4251,45,63.110023478877,Basic,120,2,37,0,1
1098,9,230.71974917293733,Basic,20,1,48,1,0
1151,28,119.63256751978486,Enterprise,20,1,40,0,0
1650,42,130.86591387166166,Basic,50,2,26,1,0
1096,45,15.977470617724157,Pro,50,0,14,0,0
658,2,83.25933033340829,Pro,50,2,50,0,0
4909,49,36.2010973367335,Basic,120,1,58,1,0
3510,58,58.81056045314344,Pro,50,0,23,0,0
1415,43,103.35739174911244,Enterprise,20,2,37,0,0
1697,58,194.5987587199296,Basic,50,0,35,0,0
1671,17,48.7748018149597,Pro,50,1,4,0,0
3669,7,77.03150984144807,Pro,20,1,47,0,1
3441,37,36.56574524667516,Basic,20,2,21,0,0
4703,56,54.03896260248657,Basic,120,1,25,0,0
4341,24,30.789570204372037,Pro,50,1,44,2,0
849,35,73.95985599628723,Basic,120,1,54,1,0
1391,31,99.04637531781115,Basic,50,1,25,0,0
648,33,45.852726967981425,Basic,20,1,47,1,0
1004,21,17.155878261213438,Basic,20,2,27,1,0
3897,21,107.21466544070395,Basic,50,0,41,1,0
4538,39,144.71256517891194,Pro,50,1,48,1,0
2723,58,116.63575175945704,Pro,20,2,40,0,0
4221,9,89.85254109897227,Basic,20,2,30,0,0
3793,26,82.2490919974774,Basic,20,3,31,2,0
4965,34,33.06541768738344,Basic,50,1,28,0,0
2568,43,29.89090780693585,Pro,50,1,24,0,0
1866,48,68.32559388706038,Pro,20,0,33,0,0
4859,35,240.49924761407857,Pro,50,1,35,1,0
1520,43,281.4043611264486,Pro,120,1,10,1,0
1824,12,94.65820295375748,Basic,50,3,48,1,0
3030,16,75.55527885154748,Basic,50,3,26,0,0
1193,6,110.93334089675128,Basic,50,1,58,0,1
2986,29,102.78816234332052,Basic,120,2,53,1,1
780,9,121.39356380213258,Basic,120,2,23,1,0
2686,9,105.02908234813545,Basic,50,2,17,0,0
3090,27,43.12029952903252,Basic,20,5,22,0,0
3779,12,94.2646658874397,Basic,20,1,7,0,0
698,39,14.019706419039167,Pro,20,0,26,2,0
3105,14,42.74387883299871,Basic,50,2,4,0,0
3976,34,273.1836556067456,Basic,120,1,59,0,0
2739,35,13.953039400699389,Basic,120,2,52,1,1
4351,45,282.28124227845734,Basic,20,2,32,1,0
4318,29,85.86045047794471,Pro,120,1,33,0,1
2399,11,107.28294051826146,Basic,50,0,48,1,1
4498,24,10.765168656000885,Pro,20,1,47,0,0
1341,33,192.06453208891205,Basic,120,1,11,1,0
2073,48,18.00858778159365,Basic,20,0,28,2,0
2127,43,101.70762462993102,Pro,50,4,52,0,1
3101,54,131.05428490348513,Basic,120,0,5,1,0
4091,4,23.99438905089493,Pro,120,1,38,1,1
502,32,77.72436139817059,Pro,50,1,41,0,1
2066,59,115.77969253218356,Basic,20,1,56,0,0
1609,28,108.1382835687834,Basic,120,1,22,0,0
2809,16,61.87399532462876,Basic,120,0,8,0,0
1287,24,36.694305557415646,Basic,50,2,7,0,0
4430,27,106.4513981642564,Pro,50,0,14,0,0
3282,32,264.6595355600018,Enterprise,20,4,16,0,0
520,33,160.84438990731016,Enterprise,20,4,0,0,0
3747,17,74.92764333579659,Pro,120,0,45,0,0
2533,37,60.63498713902979,Basic,20,2,34,0,1
4750,59,29.870425081897796,Basic,120,2,16,0,0
2382,9,69.43091981082921,Pro,50,2,53,0,0
275,55,13.437936951678456,Pro,50,1,21,2,0
4546,58,44.04119771349912,Pro,20,1,58,2,0
20,22,95.8299275076594,Basic,50,1,17,1,0
1772,33,89.90106438429196,Basic,120,1,41,1,0
3141,43,262.6292427772072,Basic,120,0,53,0,1
2712,45,93.23765946844507,Basic,20,1,46,1,0
157,37,217.45750562692103,Pro,20,1,51,1,1
1674,56,59.14689536152864,Basic,20,3,52,1,0
4301,11,51.13752107961667,Pro,20,3,12,0,0
4862,7,95.69568425238212,Basic,120,0,36,2,0
3154,50,116.30294115634597,Basic,120,2,31,1,0
1778,35,84.65876049749835,Basic,20,1,38,0,0
1202,55,78.85144417386134,Enterprise,120,1,55,2,1
4617,10,49.53283733492794,Basic,120,3,15,0,0
4709,53,55.23358543263698,Pro,120,0,16,0,0
2502,48,171.49322517965894,Enterprise,20,1,30,0,0
2981,44,40.688482667178775,Enterprise,50,1,58,2,0
4423,24,11.83071105546684,Enterprise,120,3,19,1,0
3096,18,195.5063820690813,Pro,120,1,5,2,0
1198,22,12.168477920534372,Pro,20,2,56,0,0
2426,45,201.4389780735978,Basic,20,1,7,0,0
4916,53,35.26613310195481,Pro,20,0,30,0,0
1946,20,190.5430127209164,Basic,50,0,27,2,0
4139,47,81.85235395332248,Pro,50,2,13,0,0
1680,50,51.57650351736323,Pro,20,2,54,0,1
270,44,31.19402909541128,Basic,20,0,23,0,0
2198,7,30.25087788967509,Pro,120,2,1,0,0
1496,38,93.87312229332898,Pro,120,1,51,2,0
2357,30,44.9009636661711,Pro,120,2,25,2,0
2878,25,64.9201653303541,Basic,20,2,15,1,0
2157,30,36.1372807088044,Enterprise,120,4,12,0,0
3583,59,63.42590521260364,Pro,20,1,54,3,1
1894,26,42.79848228532509,Basic,20,3,42,0,0
4346,54,57.98155392569203,Basic,50,2,35,1,0
999,48,206.8429530822867,Basic,120,5,56,2,1
4159,28,197.1716015071983,Enterprise,20,2,6,0,0
1644,2,87.07961995902677,Basic,120,1,19,0,1
580,26,67.0103846980851,Basic,50,1,32,2,0
2613,43,198.45812873981657,Pro,20,0,43,1,0
1437,47,40.29028946547607,Pro,20,0,0,2,0
336,48,93.89535449311724,Enterprise,120,6,43,0,1
2942,8,40.49048584804276,Basic,20,1,8,1,0
4637,40,11.230558923178387,Enterprise,120,1,45,2,1
1216,40,34.597163719511855,Enterprise,120,4,13,2,1
2085,58,212.21587049861185,Basic,20,2,21,0,0
4288,33,95.91371845196645,Basic,50,2,48,0,0
1832,23,25.78742178398385,Enterprise,120,0,37,1,0
3718,57,153.74061514751952,Enterprise,20,1,15,2,0
4380,34,39.4066291776609,Basic,20,3,57,0,0
2651,55,58.73762044225816,Basic,50,1,38,0,0
4870,2,13.583411026031206,Basic,120,2,16,2,1
2006,58,79.90280134207727,Pro,50,1,46,1,0
458,32,69.74781149764165,Pro,50,3,17,0,0
3043,21,193.993725368784,Basic,50,0,53,1,0
4323,40,86.91201037674945,Pro,20,1,57,2,0
2419,45,110.67449510622612,Basic,50,3,25,1,0
565,54,56.86112717643675,Basic,20,1,40,3,0
395,51,294.0920707755406,Basic,20,3,43,1,0
1453,58,82.46741685644812,Basic,20,2,9,0,0
1181,19,47.57670161900604,Enterprise,120,2,46,1,1
1841,12,264.45672052295583,Pro,50,0,4,0,0
2693,53,19.542251190137776,Pro,50,1,19,1,0
4635,26,51.53604227107015,Basic,120,1,47,0,0
4398,43,26.7946972470238,Pro,20,2,36,1,0
4334,26,130.68329683139578,Basic,120,1,33,0,0
895,9,41.87267258864369,Basic,50,1,53,0,0
3876,32,79.5437015505475,Enterprise,50,2,22,0,0
788,38,165.82304688915207,Enterprise,120,1,30,2,0
3055,18,117.63237195949858,Basic,20,0,21,0,0
